curvature,migration_rate,regulated,reach_id,time_period,x_t1,y_t1,x_t2,y_t2
0.07407859331217681,0.4549942664671953,1,0,0.0,1.5122315144565452,1.6285201761115975,4.1411363787155056,-2.085081507763194
0.04457369282591053,0.1273022617707419,1,0,0.0,7.658177784725539,8.00855739895541,7.489594804055672,6.746746650933699
0.08358851326072024,0.18313827185263581,1,0,0.0,17.23044259454382,24.628687633134913,18.742556436760374,25.661874155450263
0.1683725635266544,0.3467547204797752,1,0,0.0,27.462191873991795,34.09013888390469,24.336806339280507,35.59208724417483
0.04128224808869773,0.0,1,0,0.0,34.51538259205121,41.050871031696836,34.51538259205121,41.050871031696836
0.04128279030235909,0.2694054842349036,1,0,0.0,44.84430407771702,41.71921974303435,42.169645989162014,42.041920227867514
0.1761129466233906,0.24304785652233105,1,0,0.0,49.827248926280994,43.73061493171572,48.55646825354611,41.65881799721335
0.09199213297987689,0.30501926042461247,1,0,0.0,61.01634059289058,33.72431945733026,63.25938113400941,35.79130858499762
0.034198294357397886,0.0031572426330812586,1,0,0.0,70.13200454498032,25.9123534607559,70.12436724405923,25.94298824064829
0.07684599190564971,0.3595131352282993,1,0,0.0,78.78482711824388,10.26723694738806,75.90529657413984,12.419740904583042
0.03436439931050024,0.12322422454308327,1,0,0.0,84.63066729068113,-1.0741444080497262,85.70873546990161,-1.6709609228820916
0.034300895994725994,0.47937752482882495,1,0,0.0,98.32782699066097,-11.065095565236247,103.11729792114981,-11.268194893406921
0.06042029728383377,0.0016210482403462012,1,0,0.0,103.5123672649155,-26.343149392907733,103.52793660693801,-26.338635488972248
0.01077394892056076,0.05437731536885005,1,0,0.0,114.32281811258093,-34.40921184394653,114.36039810750974,-34.95168487244978
0.01252618198992875,0.0,1,0,0.0,122.50561802054743,-38.24924827133924,122.50561802054743,-38.24924827133924
0.03175103285225778,0.0,1,0,0.0,132.9800472391068,-43.31595230223461,132.9800472391068,-43.31595230223461
0.02214231276409942,0.15141520052470542,1,0,0.0,143.78022372303357,-43.57715207227301,143.8207945337265,-45.0907604444464
0.06401728628279217,0.30588649536139034,1,0,0.0,146.50466093712552,-31.917643423014503,149.17046425149167,-33.41769258672946
0.024078901931876288,0.6231006977589898,1,0,0.0,156.36531567925624,-20.538175318249422,162.3024888530377,-22.42905412433505
0.016085404659020607,0.0007809744991315835,1,0,0.0,166.56648055913087,-13.32621096651214,166.5595699284076,-13.329849001673571
0.16081816135535051,0.014380020165068591,1,0,0.0,173.0734187014404,4.053005787582258,172.98377607045947,4.165445534583005
0.04155983676768038,0.20261494803504876,1,0,0.0,185.09277212100685,16.95506233480222,185.5663749312418,14.985041498652995
0.052550669775538336,0.0,1,0,0.0,193.9481925153471,22.12306306807199,193.9481925153471,22.12306306807199
0.015926059502452017,0.1327630519834123,1,0,0.0,202.20574358803987,33.57100936480125,200.98425751925453,33.05084152558166
0.03220910251367207,0.0,1,0,0.0,210.39582906858732,39.80550365143807,210.39582906858732,39.80550365143807
0.05440702876475192,0.11032778003201855,1,0,0.0,221.10825633936568,41.30459433005679,220.49750623355638,40.385787379205155
0.019825330079548894,0.2429908830323696,1,0,0.0,225.4828226305017,37.01154466534624,225.6293189840315,39.43703342889217
0.06724305176460361,0.06190712888961534,1,0,0.0,236.34729546968484,29.932914929503387,236.56941846336892,30.510764941541424
0.030791673947259717,0.22506540929979896,1,0,0.0,243.70375113667254,24.972054130993794,245.663897461945,23.866038656486563
0.039425005767815366,0.22391296693359902,1,0,0.0,255.27473452066735,8.986679150256032,257.0711969613093,10.323251024665877
0.030765378688905335,0.0,1,0,0.0,259.306421698106,-5.427492200512429,259.306421698106,-5.427492200512429
0.21911086324463908,0.09356842984868435,1,0,0.0,271.1832369148365,-16.849623223086617,271.35363940223874,-15.929586213656044
0.04925237053705271,0.0,1,0,0.0,280.56206698229283,-26.75586003414289,280.56206698229283,-26.75586003414289
0.021361420951316566,0.42704919669517283,1,0,0.0,287.08929998849385,-36.101995765559494,291.25089589841,-35.14375721364864
0.0961386296493261,0.09909490197419235,1,0,0.0,296.39533448727707,-41.35540589327899,296.8439851690525,-40.471837828289125
0.018747873994081673,0.3796006850859306,1,0,0.0,306.2561943615956,-42.91290847029003,308.798056030139,-45.73223592019019
0.058841427431743296,0.0,1,0,0.0,316.63356182312435,-39.417425270204056,316.63356182312435,-39.417425270204056
0.01038143567549537,0.0,1,0,0.0,321.9390571420115,-31.96423604995678,321.9390571420115,-31.96423604995678
0.017205110122915413,0.18160603600683878,1,0,0.0,330.9906341555595,-19.62035369637405,329.4082087891471,-20.511423385649966
0.0582791424948117,0.10870384900385144,1,0,0.0,343.17716575617726,-9.991315068585902,342.17520397588567,-9.569740318796386
0.08988477236473577,0.21892794401861146,1,0,0.0,349.50373261701264,6.115196695343867,347.58584141053575,5.059432617843454
0.057102614513094944,0.0,1,0,0.0,357.3790502502326,20.924401412271934,357.3790502502326,20.924401412271934
0.04538749620247753,0.3320950688288828,1,0,0.0,368.73782458558225,29.534238843697356,368.9208584080049,26.21833593590657
0.03912933034619465,0.20431488208420115,1,0,0.0,375.3791334148766,36.08234439010426,374.9648582453085,38.08305256172436
0.015255463278800431,0.09939443019679522,1,0,0.0,386.7541829734461,38.46256792150369,386.15465355320663,39.25534137570222
0.027990912733486296,0.0,1,0,0.0,392.5738910094929,44.68519784992321,392.5738910094929,44.68519784992321
0.03444088107790062,0.10781112686856482,1,0,0.0,402.19664644152516,35.01693434363619,403.2143201946259,34.66103542551914
0.11598409387734233,0.08668212154797987,1,0,0.0,412.8595954303377,31.57288535672302,413.53628730260226,31.0311592916154
0.06553929658695797,0.0,1,0,0.0,419.5799863183541,20.4940663912111,419.5799863183541,20.4940663912111
0.01214992691682032,0.00510283830172786,1,0,0.0,430.0311478000703,6.111310350355257,430.0408246523879,6.061207911267115
0.06452304549594208,0.049307727225422426,1,0,0.0,437.35723500411586,-7.156072777745977,436.8695981286088,-7.083028448333223
0.036586870796674956,0.25821389047086774,1,0,0.0,449.65325624206355,-22.996896180435996,447.07142581458487,-22.95698419031533
0.0289687504626669,0.0,1,0,0.0,457.68734765663135,-29.1088700846933,457.68734765663135,-29.1088700846933
0.08121470363754192,0.1485583453178676,1,0,0.0,461.4182628249986,-36.166944795188186,460.1696280400088,-36.97184812483205
0.11358539092204566,0.0,1,0,0.0,473.37317850876764,-43.66284794545057,473.37317850876764,-43.66284794545057
0.10487607072549099,0.19493975684597306,1,0,0.0,479.80354204876693,-41.502164719304524,478.84766375750525,-39.80320987228493
0.025441488841517264,0.10665787216735775,1,0,0.0,490.2990469071002,-36.775839470643135,490.95292044173675,-37.618477928244474
