Clay_Content,Delta_EVI
30.042706613731035,0.04958787919637864
25.55851845122055,-0.17043927088422964
45.47997511467339,0.0865641698573365
27.986123504873092,0.15586325701957632
44.4119669669884,0.06871558976159459
38.19751149571567,-0.16363233451653963
16.31109690390865,0.1851787775243527
33.47544247145257,-0.18030831191320493
38.60755644463981,0.0012492477328431284
11.617621814092676,0.08490957849614333
20.111468839699235,-0.17400349555660932
46.64762602021076,0.09686292129319712
48.720147366775706,-0.08399995162540522
27.442769181006476,0.16840197833276765
15.493906297935292,0.12014896301756484
24.937306141065527,-0.08459392737935958
45.31183156557931,0.06980382924374251
41.40448095707537,0.15247157959784302
28.446116137324925,0.08315386507750783
40.55666730320898,0.09868098858642704
